season,player_name,team,per,per_min,ws,off_ws,def_ws,ws_40,off_ws_40,def_ws_40,off_rtg,def_rtg,season_type
2025,Camryn Taylor,,-13,-49,0,0,0,-0.18,-0.23,0.05,0,98.9,3
2025,Taylor Thierry,,0,0,0,0,0,0.01,0,0.01,--,105.2,3
2025,Alyssa Thomas,,21,8473,1.4,0.9,0.6,0.14,0.09,0.06,103,96.9,3
2025,Kayla Thornton,,--,--,--,0,--,--,--,--,--,--,3
2025,Makayla Timpson,,21.4,1095,0.2,0.2,0.1,0.19,0.14,0.06,129.1,96.4,3
2025,Brianna Turner,,9.8,1396,0.3,0.1,0.2,0.08,0.03,0.05,107,97.3,3
2025,Shatori Walker-Kimbrough,,30.3,194,0,0,0,0.3,0.05,0.25,220.2,59.1,3
2025,Kathryn Westbeld,,13.9,1782,0.4,0.2,0.2,0.12,0.06,0.06,110.6,96.6,3
2025,Erica Wheeler,,13.6,1089,0.1,0.2,0,0.07,0.09,-0.02,105.8,111.6,3
2025,Sami Whitcomb,,7.6,1928,0.1,-0.2,0.2,0.01,-0.03,0.04,84,100.7,3
2025,Courtney Williams,,18.5,3593,0.5,0.2,0.4,0.11,0.04,0.07,95.6,93,3
2025,Gabby Williams,,11.5,1043,0,0,0,0.01,0.02,-0.01,94.8,110.4,3
2025,Kiana Williams,,11.8,84,0,0,0,0.13,0.11,0.02,200,104.3,3
2025,A'ja Wilson,,30.5,13179,2.5,1.7,0.7,0.23,0.16,0.07,110.4,94.6,3
2025,Jackie Young,,24.1,10058,2.2,2,0.1,0.21,0.2,0.01,121.2,105.3,3
2025,Cecilia Zandalasini,,9.5,591,-0.1,0,0,-0.04,-0.02,-0.02,87.5,112,3
